Datetime,Close,prev_day_high,prev_day_low,high_wick_sweep,low_wick_sweep,isGreen,isHigh,isLow,trend_ranging,trend_uptrend,ADX,DMP,DMN,is_trending,adx_uptrend,adx_downtrend,DI_cross_up,DI_cross_down,ADX_slope,trend_strengthening,trend_weakening,strong_up,fading_up,strong_down,fading_down,macd_line,macd_signal,macd_hist,lr_upper,lr_lower,near_upper_band,near_lower_band,touches_upper,touches_lower,broke_above,broke_below,bands_widening,bands_narrowing,macd_bullish_entry,macd_bearish_entry,rsi,rsi_overbought,rsi_oversold,mr_below_sma20,mr_above_sma20,mr_bb_below_lower,mr_bb_above_upper,mr_rsi_oversold,mr_rsi_overbought,mr_z_score_low,mr_z_score_high,mr_below_vwap,mr_above_vwap,mo_roc_positive_20,mo_roc_negative_20,mo_golden_cross,mo_death_cross,mo_macd_cross_up,mo_macd_cross_down,mo_adx_trending,mo_breakout_high20,mo_breakdown_low20,mo_volume_surge,mo_consecutive_up3,mo_consecutive_down3,mo_combo_long,mo_combo_short,fvg_bull_top,fvg_bull_bot,fvg_bear_top,fvg_bear_bot,in_bull_fvg,in_bear_fvg,recent_low_sweep,recent_high_sweep,setup_bull_sweep_fvg,setup_bear_sweep_fvg,setup_bull_confirmed,setup_bear_confirmed,spy_ret,qqq_ret,idx_div_spy_up_qqq_down,idx_div_spy_down_qqq_up,idx_div_any,idx_div_rolling3,idx_corr_20,idx_corr_breakdown,news_sentiment_score,news_article_count,news_bull,news_bear,news_sentiment_strong_bull,news_sentiment_strong_bear
2026-03-30 14:20:00+00:00,636.2999877929688,0.0,0.0,False,False,True,True,False,True,False,0.0,0.0,0.0,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.7585733914780803,-0.6108247005396241,-0.14774869093845622,0.0,0.0,False,False,False,False,False,False,False,False,False,False,14.795979731421212,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006447233563777743,0.0007013156169508594,0.0,0.0,0.0,0.0,0.9688907398410753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:25:00+00:00,635.8599853515625,0.0,0.0,False,False,False,False,True,True,False,0.0,0.0,0.0,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.7682357724974054,-0.6423069149311804,-0.12592885756622496,0.0,0.0,False,False,False,False,False,False,False,False,False,False,14.147274838335875,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006915015713460093,-0.0012863241190266272,0.0,0.0,0.0,0.0,0.9611951770775997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:30:00+00:00,635.9600219726562,0.0,0.0,False,False,True,True,False,True,False,0.0,0.0,0.0,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.7590710611004852,-0.6656597441650414,-0.0934113169354438,0.0,0.0,False,False,False,False,False,False,False,False,False,False,15.059094478009627,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015732491963382778,4.445426052335222e-05,0.0,0.0,0.0,0.0,0.9619918920497867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:35:00+00:00,635.8599853515625,0.0,0.0,False,False,False,False,True,True,False,0.0,0.0,0.0,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.751220478513801,-0.6827718910347933,-0.06844858747900773,0.0,0.0,False,False,False,False,False,False,False,False,False,False,14.888800513347661,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001573001723967904,-0.0006217898809903755,0.0,0.0,0.0,0.0,0.9571309555335099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:40:00+00:00,634.9500122070312,0.0,0.0,False,False,False,False,True,True,False,0.0,0.0,0.0,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.8090992703129132,-0.7080373668904173,-0.10106190342249588,0.0,0.0,False,False,False,False,False,False,False,False,False,False,13.403935518105328,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014310904373517896,-0.0016887189538143943,0.0,0.0,0.0,0.0,0.9609589212754411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:45:00+00:00,635.760009765625,0.0,0.0,False,False,True,True,False,True,False,0.0,10.613755166464857,30.761423517837805,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.7806102077000787,-0.7225519350523496,-0.058058272647729114,0.0,0.0,False,False,False,False,False,False,False,False,False,False,20.96029143140808,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012756871297290306,0.00138892632007237,0.0,0.0,0.0,0.0,0.9684399131689961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:50:00+00:00,636.260009765625,0.0,0.0,False,False,True,True,False,True,False,0.0,10.037642277394085,29.09169849621816,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.7095078343402292,-0.7199431149099256,0.010435280569696337,0.0,0.0,False,False,False,False,False,False,False,False,False,False,25.293820885781827,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007864602874037008,0.0010668645500910845,0.0,0.0,0.0,0.0,0.9698059803545193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 14:55:00+00:00,637.510009765625,0.0,0.0,False,False,True,True,False,True,False,0.0,16.131436192917466,26.155481311829902,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.5460001875842408,-0.6851545294447887,0.13915434186054787,0.0,0.0,False,False,False,False,False,False,False,False,False,False,34.90291903268594,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001964605634197314,0.001980338838707185,0.0,0.0,0.0,0.0,0.9756081015005406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 15:00:00+00:00,638.360107421875,0.0,0.0,False,False,True,True,False,True,False,0.0,20.124635912918063,24.739355047529735,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.34385962352939714,-0.6168955482617104,0.2730359247323133,0.0,0.0,False,False,False,False,False,False,False,False,False,False,40.50736631802546,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,637.49,636.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013334655820738117,0.0015510196309578284,0.0,0.0,0.0,0.0,0.9777262874304743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30 15:05:00+00:00,636.8599853515625,0.0,0.0,False,False,False,False,True,True,False,0.0,17.64003171778413,26.508485500894874,False,False,False,False,False,0.0,False,False,False,False,False,False,-0.30123661600680407,-0.5537637618107292,0.2525271458039251,0.0,0.0,False,False,False,False,False,False,False,False,False,False,34.81176273600694,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.49,636.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002349962118358251,-0.0030795196174084882,0.0,0.0,0.0,0.0,0.9811262222162318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
